metro,tool_name,CarrierGasLinePressureTEOS2_mean_10,CarrierGasLinePressureTEOS2_mean_12,CarrierGasLinePressureTEOS_mean_10,CarrierGasLinePressureTEOS_mean_12,ChamberPressure_mean_10,ChamberPressure_mean_12,HeTEPOGasFlow_mean_12,HeatExchangerResistivity_mean_10,HeatExchangerResistivity_mean_12,HeatExchangerTemp1_mean_12,HeatExchangerTemp2_mean_10,HeatExchangerTemp2_mean_12,HeatExchangerTemp3_mean_10,HeatExchangerTemp3_mean_12,HeaterLiftPosition_mean_10,HeaterOutputPowerPercent_mean_10,HeaterOutputPowerPercent_mean_12,HeaterTemp_mean_10,N2GasFlow_mean_10,N2GasFlow_mean_12,N2TEBGasFlow_mean_10,N2TEBGasFlow_mean_12,N2TEOSGasFlow_mean_10,N2TEOSGasFlow_mean_12,NF3GasFlow_mean_10,NF3GasFlow_mean_12,O3GasFlow_mean_10,O3GasFlow_mean_12,OzoneBackPressure_mean_10,OzoneBackPressure_mean_12,OzoneConc_mean_10,OzoneConc_mean_12,PinLiftPosition_mean_10,ShowerheadHeaterSpacingOtherSide_mean_10,ShowerheadHeaterSpacing_mean_10,StepElapsedTime_mean_10,StepElapsedTime_mean_12,TEBFlow_mean_10,TEOSFlow_mean_10,TEOSFlow_mean_12,TEPOFlow_mean_10,ThrottleValveAngle_mean_10,ThrottleValveAngle_mean_12
2032.766,BPPR4D01A1,9.164347663,9.236460348,9.64316466,9.715183752,100.2586827,99.94231176,6999.9,3301587.302,3301587.302,70.03663004,70.42419946,70.42735043,75.17507582,75.14041514,1.734791761,36.67741935,36.0,480.2419355,1419.648387,1419.725,5999.441935,6000.1,6999.841935,7000.5,19.70322581,19.5,15087.87097,15084.0,40.17948348,40.17899966,12.43870969,12.47749972,102.0,0.246001813,0.260008239,15.35548387,1.457,0.250548387,2.292112903,2.30355,0.2069,16.79526363,16.7737167
2007.5128,BPPR4D01A2,9.164347663,9.236460348,9.64316466,9.715183752,100.2586827,99.94231176,6999.9,3301587.302,3301587.302,70.03663004,70.42419946,70.42735043,75.17507582,75.14041514,1.707398187,36.16129032,36.0,480.2193548,1419.648387,1419.725,5999.441935,6000.1,6999.841935,7000.5,19.70322581,19.5,15087.87097,15084.0,40.17948348,40.17899966,12.43870969,12.47749972,113.0,0.260008239,0.246001813,15.35548387,1.457,0.250548387,2.292112903,2.30355,0.2069,16.79526363,16.7737167
2057.7044,BPPR4D01A1,9.088672631,9.143617021,9.594596228,9.636847195,100.2390621,99.97432232,6999.9,3301587.302,3301587.302,70.03663004,70.40903541,70.37851038,75.27472527,75.26251526,1.734791761,35.90625,36.5,480.275,1419.678125,1419.6,5999.309375,5999.5,7001.115625,7000.2,20.125,19.95,15089.625,15088.5,40.18724987,40.19400072,12.44749993,12.47999954,102.0,0.246002113,0.260008239,15.7308125,1.77925,0.251090625,2.297125,2.30045,0.2073625,16.78712815,16.7690817
2052.224,BPPR4D01A2,9.088672631,9.143617021,9.594596228,9.636847195,100.2390621,99.97432232,6999.9,3301587.302,3301587.302,70.03663004,70.40903541,70.37851038,75.27472527,75.26251526,1.707397887,36.625,33.75,480.29375,1419.678125,1419.6,5999.309375,5999.5,7001.115625,7000.2,20.125,19.95,15089.625,15088.5,40.18724987,40.19400072,12.44749993,12.47999954,113.0,0.260008239,0.246002113,15.7308125,1.77925,0.251090625,2.297125,2.30045,0.2073625,16.78712815,16.7690817
2009.7692,BPPR4D01A2,9.136726306,9.140715667,9.614543037,9.647001934,100.2394807,99.96661472,6999.9,3301587.302,3301587.302,70.03663004,70.4029304,70.42735043,75.1953602,75.14041514,1.707398187,36.3125,37.25,480.196875,1419.509375,1419.875,6000.9125,5998.9,7000.890625,6999.9,19.29375,19.425,15085.875,15084.0,40.16999987,40.20300007,12.44343737,12.47749972,113.0,0.260008239,0.246001813,15.58334375,1.62625,0.250728125,2.29486875,2.314025,0.2071,16.80006752,16.79689169
2021.3752,BPPR4D01A1,9.136726306,9.140715667,9.614543037,9.647001934,100.2394807,99.96661472,6999.9,3301587.302,3301587.302,70.03663004,70.4029304,70.42735043,75.1953602,75.14041514,1.734791761,36.8125,35.5,480.196875,1419.509375,1419.875,6000.9125,5998.9,7000.890625,6999.9,19.29375,19.425,15085.875,15084.0,40.16999987,40.20300007,12.44343737,12.47749972,102.0,0.246001813,0.260008239,15.58334375,1.62625,0.250728125,2.29486875,2.314025,0.2071,16.80006752,16.79689169
1978.5712,BPPR4D01A2,9.270732592,9.327852998,9.746191973,9.806576402,100.2218825,99.938797,6999.9,3301587.302,3301587.302,70.03663004,70.37851038,70.42735043,75.14041514,75.14041514,1.707397887,36.0625,36.5,480.3375,1419.6875,1420.05,6000.953125,5999.5,6999.9,6999.9,20.41875,20.175,15086.0625,15081.0,40.17187473,40.19699979,12.44562486,12.47250009,113.0,0.260008239,0.246002113,15.89315625,2.053,0.251178125,2.297978125,2.302075,0.207428125,16.72054296,16.69028672
1981.0828,BPPR4D01A1,9.270732592,9.327852998,9.746191973,9.806576402,100.2218825,99.938797,6999.9,3301587.302,3301587.302,70.03663004,70.37851038,70.42735043,75.14041514,75.14041514,1.734791761,36.6875,36.25,480.190625,1419.6875,1420.05,6000.953125,5999.5,6999.9,6999.9,20.41875,20.175,15086.0625,15081.0,40.17187473,40.19699979,12.44562486,12.47250009,102.0,0.246002113,0.260008239,15.89315625,2.053,0.251178125,2.297978125,2.302075,0.207428125,16.72054296,16.69028672
1962.6224,BPPR4D01A2,9.57240906,9.53384913,9.951082548,9.996615087,100.2600934,99.98476076,6999.9,3301587.302,3301587.302,70.03663004,70.36748198,70.4029304,75.16877388,75.14041514,1.701390825,36.03225806,37.0,480.2419355,1419.645161,1420.125,6000.190323,5999.5,6999.764516,6999.9,20.11612903,20.025,15086.32258,15088.5,40.17600004,40.20000029,12.44096768,12.47250009,113.0,0.260008239,0.252009175,15.90290323,1.4665,0.251503226,2.298370968,2.302175,0.207829032,16.80733567,16.7701117
2010.9612,BPPR4D01A1,9.57240906,9.53384913,9.951082548,9.996615087,100.2600934,99.98476076,6999.9,3301587.302,3301587.302,70.03663004,70.36748198,70.4029304,75.16877388,75.14041514,1.734791761,36.32258065,37.25,480.183871,1419.645161,1420.125,6000.190323,5999.5,6999.764516,6999.9,20.11612903,20.025,15086.32258,15088.5,40.17600004,40.20000029,12.44096768,12.47250009,102.0,0.252009175,0.260008239,15.90290323,1.4665,0.251503226,2.298370968,2.302175,0.207829032,16.80733567,16.7701117
1978.7236,BPPR4D01A2,9.76450677,9.689071567,10.21802466,10.15618956,100.2788206,99.93235922,6999.9,3301587.302,3301587.302,70.01221001,70.28388278,70.32967033,75.17094017,75.23809524,1.701390825,36.09375,34.25,480.234375,1419.4625,1419.475,5999.459375,5999.5,6999.825,7000.2,20.084375,20.1,15089.4375,15082.5,40.17899975,40.18499994,12.45125005,12.47999954,113.0,0.260008239,0.252009175,16.248375,2.3065,0.2509,2.296290625,2.3009,0.20739375,16.91508415,16.86693167
2011.478,BPPR4D01A1,9.76450677,9.689071567,10.21802466,10.15618956,100.2788206,99.93235922,6999.9,3301587.302,3301587.302,70.01221001,70.28388278,70.32967033,75.17094017,75.23809524,1.734791761,35.46875,35.5,480.175,1419.4625,1419.475,5999.459375,5999.5,6999.825,7000.2,20.084375,20.1,15089.4375,15082.5,40.17899975,40.18499994,12.45125005,12.47999954,102.0,0.252009175,0.260008239,16.248375,2.3065,0.2509,2.296290625,2.3009,0.20739375,16.91508415,16.86693167
1958.6536,BPPR4D01A2,10.1444028,10.22437137,10.57706721,10.66682785,100.2646902,99.9575572,7000.2,3301587.302,3301587.302,70.03663004,70.36630037,70.32967033,75.16483516,75.14041514,1.701390825,35.90625,35.75,480.259375,1419.715625,1419.725,5999.65,5999.8,7001.078125,6999.3,20.021875,19.5,15082.6875,15090.0,40.17637485,40.20000029,12.45593745,12.47999954,113.0,0.260008239,0.252009175,15.81040625,2.0595,0.24916875,2.2976375,2.314025,0.2076,16.85259751,16.83242668
2010.0608,BPPR4D01A1,10.1444028,10.22437137,10.57706721,10.66682785,100.2646902,99.9575572,7000.2,3301587.302,3301587.302,70.03663004,70.36630037,70.32967033,75.16483516,75.14041514,1.734791761,35.875,36.5,480.24375,1419.715625,1419.725,5999.65,5999.8,7001.078125,6999.3,20.021875,19.5,15082.6875,15090.0,40.17637485,40.20000029,12.45593745,12.47999954,102.0,0.252009175,0.260008239,15.81040625,2.0595,0.24916875,2.2976375,2.314025,0.2076,16.85259751,16.83242668
1975.168,BPPR4D01A1,10.28076644,10.4115087,10.71252418,10.86266925,100.2753984,99.94055939,6999.9,3301587.302,3301587.302,70.03663004,70.38766789,70.32967033,75.17094017,75.23809524,1.734791761,36.15625,36.25,480.2,1419.478125,1419.3,5999.5,5999.5,7000.128125,6999.9,20.8,20.775,15083.625,15085.5,40.17525002,40.17599988,12.44937503,12.48499966,102.0,0.247001438,0.260008239,15.4055625,1.89425,0.2489375,2.297240625,2.29695,0.2078375,16.80410169,16.80564669
1961.344,BPPR4D01A2,10.28076644,10.4115087,10.71252418,10.86266925,100.2753984,99.94055939,6999.9,3301587.302,3301587.302,70.03663004,70.38766789,70.32967033,75.17094017,75.23809524,1.706398562,35.46875,37.5,480.2875,1419.478125,1419.3,5999.5,5999.5,7000.128125,6999.9,20.8,20.775,15083.625,15085.5,40.17525002,40.17599988,12.44937503,12.48499966,113.0,0.260008239,0.247001438,15.4055625,1.89425,0.2489375,2.297240625,2.29695,0.2078375,16.80410169,16.80564669
2017.8544,BPPR4D01A1,10.60472952,10.71760155,11.02870157,11.13394584,100.2807744,99.98481417,7000.2,3399267.399,3399267.399,70.03663004,70.34542518,70.35409035,75.22864233,75.33577534,1.734791761,35.70967742,34.75,480.1870968,1419.76129,1419.525,5999.516129,5998.9,7001.212903,7000.5,20.85483871,20.775,15085.35484,15090.0,40.17987054,40.1699996,12.45419358,12.47749972,102.0,0.247001438,0.260008239,15.45790323,1.50975,0.254325806,2.297848387,2.3029,0.211406452,16.82060383,16.81903668
2028.3684,BPPR4D01A2,10.60472952,10.71760155,11.02870157,11.13394584,100.2807744,99.98481417,7000.2,3399267.399,3399267.399,70.03663004,70.34542518,70.35409035,75.22864233,75.33577534,1.706398562,36.61290323,36.75,480.3354839,1419.76129,1419.525,5999.516129,5998.9,7001.212903,7000.5,20.85483871,20.775,15085.35484,15090.0,40.17987054,40.1699996,12.45419358,12.47749972,113.0,0.260008239,0.247001438,15.45790323,1.50975,0.254325806,2.297848387,2.3029,0.211406452,16.82060383,16.81903668
1861.8248,BPPR4D01A2,10.39283709,10.49129594,10.82598116,10.92940039,100.270752,99.96692514,6999.9,3301587.302,3301587.302,70.03663004,70.40529363,70.4029304,75.27275592,75.18925519,1.706398562,35.96774194,35.75,480.283871,1419.712903,1419.6,5999.912903,5999.5,7001.212903,6999.9,22.01935484,21.925,15084.0,15082.5,40.18219323,40.19400072,12.44806462,12.47999954,113.0,0.260008239,0.247001438,15.321,1.58025,0.258725806,2.295451613,2.3011,0.211874194,16.86466124,16.86040834
1886.3604,BPPR4D01A1,10.39283709,10.49129594,10.82598116,10.92940039,100.270752,99.96692514,6999.9,3301587.302,3301587.302,70.03663004,70.40529363,70.4029304,75.27275592,75.18925519,1.734791761,36.09677419,36.75,480.2354839,1419.712903,1419.6,5999.912903,5999.5,7001.212903,6999.9,22.01935484,21.925,15084.0,15082.5,40.18219323,40.19400072,12.44806462,12.47999954,102.0,0.247001438,0.260008239,15.321,1.58025,0.258725806,2.295451613,2.3011,0.211874194,16.86466124,16.86040834
2067.0032,BPPR4D01A1,10.40917883,10.51160542,10.86741692,10.93665377,100.2522008,99.97618961,6999.9,3384467.384,3399267.399,70.03663004,70.38295038,70.42735043,75.26177526,75.14041514,1.734791761,35.87878788,35.5,480.2424242,1419.724242,1419.6,6000.818182,5999.5,6999.918182,6999.9,21.33030303,21.325,15084.72727,15084.0,40.17927265,40.18499994,12.45545454,12.47000027,102.0,0.246001813,0.260008239,16.39966667,1.83225,0.264212121,2.296348485,2.301975,0.215815152,16.85260531,16.84392834
2035.3296,BPPR4D01A2,10.40917883,10.51160542,10.86741692,10.93665377,100.2522008,99.97618961,6999.9,3384467.384,3399267.399,70.03663004,70.38295038,70.42735043,75.26177526,75.14041514,1.707398187,36.24242424,36.25,480.2333333,1419.724242,1419.6,6000.818182,5999.5,6999.918182,6999.9,21.33030303,21.325,15084.72727,15084.0,40.17927265,40.18499994,12.45545454,12.47000027,113.0,0.260008239,0.246001813,16.39966667,1.83225,0.264212121,2.296348485,2.301975,0.215815152,16.85260531,16.84392834
2047.1988,BPPR4D01A1,10.43471954,10.51160542,10.85378385,10.96131528,100.2736375,99.9672308,6999.9,3399267.399,3399267.399,70.03663004,70.39377289,70.32967033,75.24420024,75.14041514,1.734791761,36.03125,36.75,480.3,1419.525,1419.75,6001.103125,5999.5,6999.8625,7000.2,22.1875,22.15,15085.3125,15082.5,40.17749959,40.18200016,12.44968754,12.47999954,102.0,0.246001813,0.260008239,15.8983125,1.38875,0.2638875,2.300934375,2.299575,0.215953125,16.8649575,16.86075167
2034.8484,BPPR4D01A2,10.43471954,10.51160542,10.85378385,10.96131528,100.2736375,99.9672308,6999.9,3399267.399,3399267.399,70.03663004,70.39377289,70.32967033,75.24420024,75.14041514,1.707398187,36.6875,36.75,480.3375,1419.525,1419.75,6001.103125,5999.5,6999.8625,7000.2,22.1875,22.15,15085.3125,15082.5,40.17749959,40.18200016,12.44968754,12.47999954,113.0,0.260008239,0.246001813,15.8983125,1.38875,0.2638875,2.300934375,2.299575,0.215953125,16.8649575,16.86075167
2093.162,BPPR4D01A2,10.37823673,10.4811412,10.7782492,10.88297872,100.2429588,99.97242832,6999.9,3399267.399,3399267.399,70.03663004,70.36748198,70.42735043,75.27275592,75.23809524,1.707398187,33.19354839,34.25,480.1935484,1419.445161,1419.35,5999.480645,5999.5,7000.119355,6999.9,-3.748387097,-3.55,15089.6129,15085.5,40.18103203,40.18499923,12.44870961,12.4824996,113.0,0.260008239,0.246001813,15.52474194,1.8835,0.263970968,2.292619355,2.307325,0.215403226,16.74276687,16.73286004
2040.1204,BPPR4D01A1,10.37823673,10.4811412,10.7782492,10.88297872,100.2429588,99.97242832,6999.9,3399267.399,3399267.399,70.03663004,70.36748198,70.42735043,75.27275592,75.23809524,1.734791761,32.19354839,33.25,480.1903226,1419.445161,1419.35,5999.480645,5999.5,7000.119355,6999.9,-3.748387097,-3.55,15089.6129,15085.5,40.18103203,40.18499923,12.44870961,12.4824996,102.0,0.246001813,0.260008239,15.52474194,1.8835,0.263970968,2.292619355,2.307325,0.215403226,16.74276687,16.73286004
